Class,Section,Subject,Name,ID,Roll Number,Attendance (%),Unit Test 1,Unit Test 2,Unit Test 3,Home Tuition (Y/N),Focus (0-10),Homework (0-10),Q&A (0-10),Doubt Asking Rate,Exam Prep (0-10),Special Problems Completion (%)
8,A,Social,Aarti Murthy,8_A_9,80109,68,56,74,54,N,6,7,3,0.5,9,92
8,A,English,Aarti Murthy,8_A_9,80109,99,78,78,93,Y,4,6,7,0.4,4,74
8,A,Hindi,Aarti Murthy,8_A_9,80109,74,86,79,95,Y,9,5,9,0.4,9,80
8,A,Arts,Aarti Murthy,8_A_9,80109,98,87,89,53,Y,6,8,10,0.8,5,39
8,A,Maths,Prisha Dutta,8_A_10,80110,100,69,96,58,N,7,5,5,0.8,4,72
8,A,Science,Prisha Dutta,8_A_10,80110,65,85,40,77,N,5,10,4,0.5,8,77
8,A,Social,Prisha Dutta,8_A_10,80110,97,80,41,85,Y,4,7,5,0.7,3,38
8,A,English,Prisha Dutta,8_A_10,80110,83,57,71,79,N,9,3,3,0.6,8,72
8,A,Hindi,Prisha Dutta,8_A_10,80110,98,47,61,87,N,8,4,5,0.5,3,86
8,A,Arts,Prisha Dutta,8_A_10,80110,73,99,74,41,N,4,8,2,0.2,8,48
8,A,Maths,Anjali Mehta,8_A_11,80111,93,84,55,60,N,6,6,6,0.8,4,59
8,A,Science,Anjali Mehta,8_A_11,80111,100,87,93,60,N,7,3,10,0.8,4,95
8,A,Social,Anjali Mehta,8_A_11,80111,81,48,84,49,Y,5,5,10,0.2,3,92
8,A,English,Anjali Mehta,8_A_11,80111,65,51,91,55,N,4,8,8,0.7,3,69
8,A,Hindi,Anjali Mehta,8_A_11,80111,86,64,69,51,N,3,7,5,0.7,9,82
8,A,Arts,Anjali Mehta,8_A_11,80111,88,66,43,98,Y,7,5,2,0.9,8,92
8,A,Maths,Rishabh Joshi,8_A_12,80112,69,97,84,90,N,8,7,3,0.4,9,49
8,A,Science,Rishabh Joshi,8_A_12,80112,91,57,90,76,Y,3,5,2,0.3,10,99
8,A,Social,Rishabh Joshi,8_A_12,80112,87,72,83,80,Y,4,5,9,0.2,8,83
8,A,English,Rishabh Joshi,8_A_12,80112,86,41,56,61,Y,10,10,2,0.5,3,100
8,A,Hindi,Rishabh Joshi,8_A_12,80112,95,90,43,52,Y,10,5,3,0.6,9,79
8,A,Arts,Rishabh Joshi,8_A_12,80112,97,58,74,44,Y,8,10,6,0.3,5,42
8,A,Maths,Richa Gupta,8_A_13,80113,75,64,60,93,Y,9,10,8,0.4,6,43
8,A,Science,Richa Gupta,8_A_13,80113,94,88,58,97,Y,3,7,10,0.5,6,72
8,A,Social,Richa Gupta,8_A_13,80113,75,58,80,60,N,6,8,10,0.6,9,57
8,A,English,Richa Gupta,8_A_13,80113,71,98,55,68,N,7,4,3,0.3,8,89
8,A,Hindi,Richa Gupta,8_A_13,80113,89,40,40,91,N,8,9,4,0.4,8,99
8,A,Arts,Richa Gupta,8_A_13,80113,99,48,85,87,Y,6,4,2,0.6,3,71
8,A,Maths,Manoj Grewal,8_A_14,80114,90,45,67,51,N,5,8,2,0.4,5,100
8,A,Science,Manoj Grewal,8_A_14,80114,66,60,44,79,Y,9,6,9,0.7,5,33
8,A,Social,Manoj Grewal,8_A_14,80114,68,76,74,70,N,6,7,9,0.8,5,98
8,A,English,Manoj Grewal,8_A_14,80114,91,60,96,88,N,4,9,2,1.0,3,44
8,A,Hindi,Manoj Grewal,8_A_14,80114,83,85,77,59,N,5,6,7,0.1,6,43
8,A,Arts,Manoj Grewal,8_A_14,80114,81,83,95,94,Y,6,5,6,0.9,7,84
8,A,Maths,Rudra Patel,8_A_15,80115,92,75,69,55,Y,10,4,2,0.6,3,96
8,A,Science,Rudra Patel,8_A_15,80115,86,97,47,86,Y,4,10,5,0.5,8,58
8,A,Social,Rudra Patel,8_A_15,80115,68,82,50,69,N,3,10,8,0.2,7,30
8,A,English,Rudra Patel,8_A_15,80115,90,91,57,45,N,5,9,3,0.2,10,59
8,A,Hindi,Rudra Patel,8_A_15,80115,72,85,77,88,Y,7,5,6,0.6,9,52
8,A,Arts,Rudra Patel,8_A_15,80115,87,45,51,63,N,4,8,10,0.6,3,33
8,A,Maths,Rajesh Khanna,8_A_16,80116,66,41,72,87,N,7,10,6,0.9,7,85
8,A,Science,Rajesh Khanna,8_A_16,80116,90,61,100,80,Y,4,10,8,0.5,8,33
8,A,Social,Rajesh Khanna,8_A_16,80116,65,71,84,85,Y,6,4,4,0.9,9,95
8,A,English,Rajesh Khanna,8_A_16,80116,100,75,45,64,Y,8,5,5,0.8,9,36
8,A,Hindi,Rajesh Khanna,8_A_16,80116,70,83,100,82,Y,8,8,8,0.7,3,42
8,A,Arts,Rajesh Khanna,8_A_16,80116,100,61,40,62,Y,5,3,7,0.5,10,81
8,A,Maths,Tushar Chauhan,8_A_17,80117,93,63,43,76,Y,6,4,6,0.2,8,59
8,A,Science,Tushar Chauhan,8_A_17,80117,93,89,77,42,Y,9,7,5,0.5,4,100
8,A,Social,Tushar Chauhan,8_A_17,80117,65,56,63,74,Y,4,7,5,0.8,3,86
8,A,English,Tushar Chauhan,8_A_17,80117,99,51,60,46,N,9,10,8,0.1,5,56
8,A,Hindi,Tushar Chauhan,8_A_17,80117,100,61,41,76,N,9,5,2,0.8,9,30
8,A,Arts,Tushar Chauhan,8_A_17,80117,95,88,69,91,Y,3,8,6,0.5,5,71
8,A,Maths,Vivek Ghosh,8_A_18,80118,87,41,100,48,Y,10,9,9,0.9,5,82
8,A,Science,Vivek Ghosh,8_A_18,80118,89,41,91,94,N,6,5,10,0.7,5,47
8,A,Social,Vivek Ghosh,8_A_18,80118,68,57,40,53,N,7,9,3,0.8,7,100
8,A,English,Vivek Ghosh,8_A_18,80118,93,90,59,44,Y,3,3,9,0.2,10,78
8,A,Hindi,Vivek Ghosh,8_A_18,80118,99,88,69,74,Y,3,3,7,0.2,8,44
8,A,Arts,Vivek Ghosh,8_A_18,80118,86,74,66,60,N,7,7,2,0.5,4,64
8,A,Maths,Pranav Banerjee,8_A_19,80119,96,78,57,90,N,6,10,9,0.6,9,40
8,A,Science,Pranav Banerjee,8_A_19,80119,67,47,99,84,N,10,5,3,0.7,5,75
8,A,Social,Pranav Banerjee,8_A_19,80119,87,98,51,50,N,9,3,6,0.7,5,92
8,A,English,Pranav Banerjee,8_A_19,80119,65,76,52,54,N,3,7,9,1.0,7,68
8,A,Hindi,Pranav Banerjee,8_A_19,80119,68,82,65,64,Y,5,10,10,0.7,7,35
8,A,Arts,Pranav Banerjee,8_A_19,80119,66,78,46,89,Y,3,8,2,0.5,4,55
8,A,Maths,Aman Verma,8_A_20,80120,92,65,90,43,Y,8,6,4,0.9,4,95
8,A,Science,Aman Verma,8_A_20,80120,93,64,85,44,Y,6,9,4,0.2,5,80
8,A,Social,Aman Verma,8_A_20,80120,70,71,87,84,Y,10,10,2,0.8,6,45
8,A,English,Aman Verma,8_A_20,80120,72,49,73,89,N,10,4,8,0.5,3,86
8,A,Hindi,Aman Verma,8_A_20,80120,82,67,93,58,Y,3,10,9,0.9,7,67
8,A,Arts,Aman Verma,8_A_20,80120,71,49,64,95,Y,8,3,9,0.9,3,30
8,A,Maths,Amit Khanna,8_A_21,80121,88,81,46,71,Y,7,9,2,0.8,10,42
8,A,Science,Amit Khanna,8_A_21,80121,98,98,90,47,N,5,3,10,0.6,8,71
8,A,Social,Amit Khanna,8_A_21,80121,83,56,77,92,N,5,10,2,0.5,3,54
8,A,English,Amit Khanna,8_A_21,80121,76,75,89,67,N,10,8,2,0.4,7,62
8,A,Hindi,Amit Khanna,8_A_21,80121,96,80,91,99,Y,9,7,10,0.6,6,71
8,A,Arts,Amit Khanna,8_A_21,80121,69,95,78,89,N,4,4,4,0.4,7,88
8,A,Maths,Deepak Chauhan,8_A_22,80122,92,96,99,59,N,8,3,6,0.4,3,31
8,A,Science,Deepak Chauhan,8_A_22,80122,90,44,59,60,N,6,8,3,0.7,8,81
8,A,Social,Deepak Chauhan,8_A_22,80122,67,98,86,46,N,8,4,6,0.1,7,70
8,A,English,Deepak Chauhan,8_A_22,80122,76,52,71,59,Y,3,3,2,0.3,5,90
8,A,Hindi,Deepak Chauhan,8_A_22,80122,81,87,83,91,N,3,6,4,0.1,9,32
8,A,Arts,Deepak Chauhan,8_A_22,80122,68,70,95,61,Y,3,5,8,0.6,7,41
8,A,Maths,Meera Mukherjee,8_A_23,80123,93,84,62,80,N,5,10,8,0.4,7,82
8,A,Science,Meera Mukherjee,8_A_23,80123,84,77,74,93,Y,3,8,2,0.7,3,77
8,A,Social,Meera Mukherjee,8_A_23,80123,92,54,46,79,Y,7,5,8,0.1,4,63
8,A,English,Meera Mukherjee,8_A_23,80123,67,65,62,76,Y,9,6,8,0.3,8,49
8,A,Hindi,Meera Mukherjee,8_A_23,80123,85,54,59,47,Y,3,7,8,0.2,10,36
8,A,Arts,Meera Mukherjee,8_A_23,80123,98,85,63,44,Y,9,9,3,0.9,3,59
8,A,Maths,Mehak Deshmukh,8_A_24,80124,98,50,62,51,N,8,4,9,1.0,4,36
8,A,Science,Mehak Deshmukh,8_A_24,80124,66,65,71,48,Y,10,7,2,0.8,8,79
8,A,Social,Mehak Deshmukh,8_A_24,80124,83,59,100,91,Y,4,6,4,0.7,4,63
8,A,English,Mehak Deshmukh,8_A_24,80124,76,69,51,41,N,10,4,7,0.8,10,53
8,A,Hindi,Mehak Deshmukh,8_A_24,80124,79,59,56,70,N,8,3,7,0.5,5,73
8,A,Arts,Mehak Deshmukh,8_A_24,80124,81,48,67,93,Y,4,5,7,0.3,9,35
8,A,Maths,Priti Kashyap,8_A_25,80125,86,52,60,89,N,9,6,4,0.1,7,77
8,A,Science,Priti Kashyap,8_A_25,80125,71,89,71,53,Y,6,8,8,0.5,9,47
8,A,Social,Priti Kashyap,8_A_25,80125,95,51,88,40,N,5,8,7,0.6,3,37
8,A,English,Priti Kashyap,8_A_25,80125,75,95,66,81,Y,5,4,10,0.6,10,79
8,A,Hindi,Priti Kashyap,8_A_25,80125,66,40,67,75,N,6,3,8,0.6,9,64
8,A,Arts,Priti Kashyap,8_A_25,80125,97,98,97,70,Y,9,8,4,0.3,3,55
8,A,Maths,Isha Bose,8_A_26,80126,72,85,42,91,Y,5,8,8,1.0,3,41
8,A,Science,Isha Bose,8_A_26,80126,84,66,56,88,Y,10,10,10,0.5,10,76
8,A,Social,Isha Bose,8_A_26,80126,87,77,61,51,Y,3,7,4,0.7,10,34
8,A,English,Isha Bose,8_A_26,80126,93,53,72,70,N,10,3,5,0.8,5,58
8,A,Hindi,Isha Bose,8_A_26,80126,78,71,86,97,Y,10,7,2,0.3,7,31
8,A,Arts,Isha Bose,8_A_26,80126,80,44,75,50,Y,10,8,8,0.8,4,46
8,A,Maths,Ridhi Roy,8_A_27,80127,79,85,96,55,N,8,9,7,0.5,7,71
8,A,Science,Ridhi Roy,8_A_27,80127,91,96,57,94,Y,3,8,5,0.9,9,39
8,A,Social,Ridhi Roy,8_A_27,80127,67,76,98,81,Y,8,3,4,0.2,6,51
8,A,English,Ridhi Roy,8_A_27,80127,84,40,52,87,Y,5,10,10,0.1,4,34
8,A,Hindi,Ridhi Roy,8_A_27,80127,75,61,59,83,Y,8,9,3,0.3,7,52
8,A,Arts,Ridhi Roy,8_A_27,80127,88,81,59,87,Y,3,7,7,0.6,8,33
8,A,Maths,Barkha Dwivedi,8_A_28,80128,84,80,75,100,N,6,6,4,1.0,8,54
8,A,Science,Barkha Dwivedi,8_A_28,80128,75,73,76,77,N,4,7,8,0.5,5,57
8,A,Social,Barkha Dwivedi,8_A_28,80128,68,84,58,45,N,9,10,9,0.7,4,47
8,A,English,Barkha Dwivedi,8_A_28,80128,80,90,70,92,N,10,9,9,0.6,9,66
8,A,Hindi,Barkha Dwivedi,8_A_28,80128,66,61,82,44,N,8,5,4,0.4,4,92
8,A,Arts,Barkha Dwivedi,8_A_28,80128,95,67,72,91,Y,9,10,6,0.4,10,97
8,A,Maths,Karan Goel,8_A_29,80129,92,48,70,80,N,8,4,10,0.5,8,93
8,A,Science,Karan Goel,8_A_29,80129,75,89,82,78,N,8,6,9,0.2,6,53
8,A,Social,Karan Goel,8_A_29,80129,81,87,85,43,Y,10,10,2,0.9,7,48
8,A,English,Karan Goel,8_A_29,80129,77,51,100,40,Y,5,10,9,0.3,10,49
8,A,Hindi,Karan Goel,8_A_29,80129,65,54,96,78,N,5,7,7,0.2,8,69
8,A,Arts,Karan Goel,8_A_29,80129,98,54,49,43,N,9,7,8,1.0,4,80
8,A,Maths,Kunwar Jain,8_A_30,80130,75,97,79,40,N,6,3,4,0.5,6,38
8,A,Science,Kunwar Jain,8_A_30,80130,76,40,85,50,Y,8,10,10,0.7,6,68
8,A,Social,Kunwar Jain,8_A_30,80130,99,69,88,60,Y,6,7,9,0.5,6,65
8,A,English,Kunwar Jain,8_A_30,80130,69,72,74,64,Y,7,8,2,0.3,5,82
8,A,Hindi,Kunwar Jain,8_A_30,80130,93,66,69,71,Y,7,5,6,0.4,10,60
8,A,Arts,Kunwar Jain,8_A_30,80130,81,61,80,64,N,9,8,3,0.2,8,84
8,A,Maths,Komal Mishra,8_A_31,80131,96,96,61,87,N,3,5,2,0.9,3,32
8,A,Science,Komal Mishra,8_A_31,80131,73,44,58,57,Y,6,9,9,0.3,10,90
8,A,Social,Komal Mishra,8_A_31,80131,79,90,97,98,Y,5,4,4,0.6,4,32
8,A,English,Komal Mishra,8_A_31,80131,90,89,62,67,Y,9,10,2,0.3,8,70
8,A,Hindi,Komal Mishra,8_A_31,80131,91,81,73,87,Y,9,6,3,0.1,8,41
8,A,Arts,Komal Mishra,8_A_31,80131,94,53,76,48,N,8,8,9,0.2,6,40
8,A,Maths,Vivek Khanna,8_A_32,80132,91,41,68,96,Y,5,8,8,0.6,5,35
8,A,Science,Vivek Khanna,8_A_32,80132,91,43,98,47,N,10,10,8,0.9,9,35
8,A,Social,Vivek Khanna,8_A_32,80132,99,68,79,79,Y,9,10,2,0.5,7,66
8,A,English,Vivek Khanna,8_A_32,80132,77,64,47,68,Y,9,8,5,0.3,8,58
8,A,Hindi,Vivek Khanna,8_A_32,80132,66,52,77,100,Y,8,6,10,0.5,3,78
8,A,Arts,Vivek Khanna,8_A_32,80132,99,99,54,62,N,3,5,2,0.2,10,31
8,A,Maths,Anil Dutta,8_A_33,80133,89,64,72,73,N,8,10,5,0.9,7,87
8,A,Science,Anil Dutta,8_A_33,80133,78,45,64,68,N,5,8,10,0.7,8,88
8,A,Social,Anil Dutta,8_A_33,80133,91,89,78,63,N,3,5,5,0.7,9,68
8,A,English,Anil Dutta,8_A_33,80133,67,56,90,49,N,9,4,8,0.5,4,62
8,A,Hindi,Anil Dutta,8_A_33,80133,85,63,87,63,Y,9,3,5,0.6,4,82
8,A,Arts,Anil Dutta,8_A_33,80133,89,52,89,49,N,5,9,10,0.8,4,65
8,A,Maths,Ishita Iyengar,8_A_34,80134,98,53,53,53,N,4,6,3,0.5,6,39
8,A,Science,Ishita Iyengar,8_A_34,80134,80,87,66,80,Y,5,4,5,0.8,5,47
8,A,Social,Ishita Iyengar,8_A_34,80134,91,71,72,79,N,3,6,3,0.6,3,86
8,A,English,Ishita Iyengar,8_A_34,80134,95,62,93,64,N,8,9,7,0.6,7,91
8,A,Hindi,Ishita Iyengar,8_A_34,80134,92,58,57,77,Y,5,9,7,0.6,6,30
8,A,Arts,Ishita Iyengar,8_A_34,80134,79,94,71,48,N,7,5,8,0.4,4,74
8,A,Maths,Alok Dhillon,8_A_35,80135,99,48,71,42,N,7,6,8,0.4,5,60
8,A,Science,Alok Dhillon,8_A_35,80135,77,85,51,90,N,4,5,5,0.4,6,91
8,A,Social,Alok Dhillon,8_A_35,80135,83,84,50,99,N,6,9,8,0.2,5,45
8,A,English,Alok Dhillon,8_A_35,80135,77,77,86,75,Y,9,3,3,0.4,9,30
8,A,Hindi,Alok Dhillon,8_A_35,80135,76,97,99,53,N,3,4,4,0.7,8,100
8,A,Arts,Alok Dhillon,8_A_35,80135,84,75,61,59,Y,3,7,5,0.8,3,39
8,A,Maths,Swati Joshi,8_A_36,80136,87,95,75,59,N,7,5,2,0.6,9,77
8,A,Science,Swati Joshi,8_A_36,80136,100,92,45,54,Y,5,5,5,0.1,6,63
8,A,Social,Swati Joshi,8_A_36,80136,69,63,72,96,N,5,9,4,0.2,8,62
8,A,English,Swati Joshi,8_A_36,80136,68,95,66,84,Y,7,6,3,0.1,6,88
8,A,Hindi,Swati Joshi,8_A_36,80136,93,59,67,45,Y,6,3,6,0.5,7,91
8,A,Arts,Swati Joshi,8_A_36,80136,79,86,57,71,N,10,10,3,0.7,9,44
8,A,Maths,Vivek Naidu,8_A_37,80137,94,63,79,93,Y,8,9,5,0.8,5,48
8,A,Science,Vivek Naidu,8_A_37,80137,87,85,100,89,N,3,9,9,0.4,5,73
8,A,Social,Vivek Naidu,8_A_37,80137,74,48,54,48,N,9,10,9,0.3,3,88
8,A,English,Vivek Naidu,8_A_37,80137,98,76,47,52,N,5,6,10,0.4,5,97
8,A,Hindi,Vivek Naidu,8_A_37,80137,74,91,51,78,N,10,4,10,0.3,10,39
8,A,Arts,Vivek Naidu,8_A_37,80137,76,71,41,52,Y,10,5,4,0.2,7,37
8,A,Maths,Kriti Kashyap,8_A_38,80138,69,96,49,41,N,9,9,5,0.1,10,33
8,A,Science,Kriti Kashyap,8_A_38,80138,66,68,92,85,Y,10,7,5,0.5,4,82
8,A,Social,Kriti Kashyap,8_A_38,80138,86,42,62,100,N,4,5,10,0.6,4,73
8,A,English,Kriti Kashyap,8_A_38,80138,74,72,100,81,Y,4,5,5,0.3,9,53
8,A,Hindi,Kriti Kashyap,8_A_38,80138,93,80,92,100,N,4,8,7,0.8,3,44
8,A,Arts,Kriti Kashyap,8_A_38,80138,91,90,97,89,N,8,6,4,0.5,6,74
8,A,Maths,Nisha Thakur,8_A_39,80139,85,57,61,97,N,9,7,7,0.8,10,80
8,A,Science,Nisha Thakur,8_A_39,80139,87,93,80,60,Y,7,8,3,0.5,7,51
8,A,Social,Nisha Thakur,8_A_39,80139,81,73,98,86,Y,9,4,6,0.2,5,30
8,A,English,Nisha Thakur,8_A_39,80139,84,75,55,44,N,7,7,6,0.3,5,87
8,A,Hindi,Nisha Thakur,8_A_39,80139,82,56,65,56,N,7,9,3,0.5,8,40
8,A,Arts,Nisha Thakur,8_A_39,80139,99,77,88,66,N,7,5,5,0.6,10,46
8,A,Maths,Nisha Trivedi,8_A_40,80140,94,98,79,43,Y,6,4,2,0.9,3,76
8,A,Science,Nisha Trivedi,8_A_40,80140,70,46,82,93,Y,9,5,10,0.4,8,75
8,A,Social,Nisha Trivedi,8_A_40,80140,82,72,54,42,N,10,9,2,0.1,10,67
8,A,English,Nisha Trivedi,8_A_40,80140,99,97,52,72,Y,9,9,9,0.5,10,60
8,A,Hindi,Nisha Trivedi,8_A_40,80140,81,83,62,96,Y,6,4,9,0.3,7,69
8,A,Arts,Nisha Trivedi,8_A_40,80140,67,88,92,94,Y,9,10,6,1.0,7,72
8,B,Maths,Aditya Ghosh,8_B_1,80201,78,85,81,100,Y,4,5,5,0.5,5,83
8,B,Science,Aditya Ghosh,8_B_1,80201,68,59,52,70,N,5,10,10,0.9,10,49
8,B,Social,Aditya Ghosh,8_B_1,80201,82,43,71,40,Y,10,7,5,0.7,5,61
8,B,English,Aditya Ghosh,8_B_1,80201,69,62,55,83,Y,9,9,8,0.3,3,49
8,B,Hindi,Aditya Ghosh,8_B_1,80201,98,51,73,50,Y,6,7,4,1.0,8,39
8,B,Arts,Aditya Ghosh,8_B_1,80201,67,44,84,78,Y,8,4,2,0.2,5,38
8,B,Maths,Pooja Sharma,8_B_2,80202,94,73,87,80,Y,10,7,6,0.8,9,64
8,B,Science,Pooja Sharma,8_B_2,80202,81,42,61,76,Y,3,9,6,0.6,4,44
8,B,Social,Pooja Sharma,8_B_2,80202,96,57,76,68,Y,5,8,8,0.5,3,83
8,B,English,Pooja Sharma,8_B_2,80202,88,87,76,83,N,7,7,6,0.4,6,51
8,B,Hindi,Pooja Sharma,8_B_2,80202,87,89,72,49,N,4,5,9,0.7,8,58
8,B,Arts,Pooja Sharma,8_B_2,80202,88,84,53,90,Y,9,6,6,0.4,4,76
8,B,Maths,Sandeep Malhotra,8_B_3,80203,96,44,78,89,N,7,8,2,0.2,4,44
8,B,Science,Sandeep Malhotra,8_B_3,80203,93,93,51,46,Y,5,8,9,0.9,3,58
8,B,Social,Sandeep Malhotra,8_B_3,80203,72,48,64,51,Y,4,10,8,0.8,8,42
8,B,English,Sandeep Malhotra,8_B_3,80203,74,42,100,64,Y,9,4,6,0.4,6,59
8,B,Hindi,Sandeep Malhotra,8_B_3,80203,81,61,65,100,N,8,8,9,0.6,4,36
8,B,Arts,Sandeep Malhotra,8_B_3,80203,99,55,98,98,N,4,6,3,0.7,7,100
8,B,Maths,Amit Chetty,8_B_4,80204,89,91,49,87,Y,6,5,5,0.9,5,60
8,B,Science,Amit Chetty,8_B_4,80204,85,57,44,70,Y,5,9,6,0.7,3,93
8,B,Social,Amit Chetty,8_B_4,80204,83,63,92,72,Y,6,8,5,1.0,9,92
8,B,English,Amit Chetty,8_B_4,80204,85,65,50,70,N,8,4,5,0.8,8,93
8,B,Hindi,Amit Chetty,8_B_4,80204,95,48,53,42,N,5,7,3,0.4,8,89
8,B,Arts,Amit Chetty,8_B_4,80204,93,42,46,83,Y,7,9,9,0.8,7,88
8,B,Maths,Richa Balakrishnan,8_B_5,80205,88,46,50,93,N,5,10,4,0.2,10,71
8,B,Science,Richa Balakrishnan,8_B_5,80205,84,49,92,41,Y,3,8,5,0.3,10,80
8,B,Social,Richa Balakrishnan,8_B_5,80205,68,46,68,58,Y,9,9,6,0.1,9,53
8,B,English,Richa Balakrishnan,8_B_5,80205,93,44,61,57,N,6,7,5,0.4,4,69
8,B,Hindi,Richa Balakrishnan,8_B_5,80205,95,46,52,80,Y,4,3,5,0.3,9,86
8,B,Arts,Richa Balakrishnan,8_B_5,80205,73,88,44,47,Y,10,8,9,1.0,9,34
8,B,Maths,Sakshi Malik,8_B_6,80206,95,55,73,100,N,8,7,2,0.3,9,53
8,B,Science,Sakshi Malik,8_B_6,80206,68,99,47,55,N,10,7,6,0.4,6,48
8,B,Social,Sakshi Malik,8_B_6,80206,92,75,62,99,Y,3,8,9,0.5,8,37
