Section,Subject,Name,ID,Home Tuition (Y/N),Class,Roll Number,Attendance (%),Unit Test 1,Unit Test 2,Unit Test 3,Focus (0-10),Homework (0-10),Q&A (0-10),Doubt Asking Rate,Exam Prep (0-10),Special Problems Completion (%)
A,Science,Aarti Murthy,8_A_9,N,8,80109,98,73,70,69,8,5,4,0.9,7,86
A,Social,Aarti Murthy,8_A_9,N,8,80109,68,56,74,54,6,7,3,0.5,9,92
A,English,Aarti Murthy,8_A_9,Y,8,80109,99,78,78,93,4,6,7,0.4,4,74
A,Hindi,Aarti Murthy,8_A_9,Y,8,80109,74,86,79,95,9,5,9,0.4,9,80
A,Arts,Aarti Murthy,8_A_9,Y,8,80109,98,87,89,53,6,8,10,0.8,5,39
A,Maths,Prisha Dutta,8_A_10,N,8,80110,100,69,96,58,7,5,5,0.8,4,72
A,Science,Prisha Dutta,8_A_10,N,8,80110,65,85,40,77,5,10,4,0.5,8,77
A,Social,Prisha Dutta,8_A_10,Y,8,80110,97,80,41,85,4,7,5,0.7,3,38
A,English,Prisha Dutta,8_A_10,N,8,80110,83,57,71,79,9,3,3,0.6,8,72
A,Hindi,Prisha Dutta,8_A_10,N,8,80110,98,47,61,87,8,4,5,0.5,3,86
A,Arts,Prisha Dutta,8_A_10,N,8,80110,73,99,74,41,4,8,2,0.2,8,48
A,Maths,Anjali Mehta,8_A_11,N,8,80111,93,84,55,60,6,6,6,0.8,4,59
A,Science,Anjali Mehta,8_A_11,N,8,80111,100,87,93,60,7,3,10,0.8,4,95
A,Social,Anjali Mehta,8_A_11,Y,8,80111,81,48,84,49,5,5,10,0.2,3,92
A,English,Anjali Mehta,8_A_11,N,8,80111,65,51,91,55,4,8,8,0.7,3,69
A,Hindi,Anjali Mehta,8_A_11,N,8,80111,86,64,69,51,3,7,5,0.7,9,82
A,Arts,Anjali Mehta,8_A_11,Y,8,80111,88,66,43,98,7,5,2,0.9,8,92
A,Maths,Rishabh Joshi,8_A_12,N,8,80112,69,97,84,90,8,7,3,0.4,9,49
A,Science,Rishabh Joshi,8_A_12,Y,8,80112,91,57,90,76,3,5,2,0.3,10,99
A,Social,Rishabh Joshi,8_A_12,Y,8,80112,87,72,83,80,4,5,9,0.2,8,83
A,English,Rishabh Joshi,8_A_12,Y,8,80112,86,41,56,61,10,10,2,0.5,3,100
A,Hindi,Rishabh Joshi,8_A_12,Y,8,80112,95,90,43,52,10,5,3,0.6,9,79
A,Arts,Rishabh Joshi,8_A_12,Y,8,80112,97,58,74,44,8,10,6,0.3,5,42
A,Maths,Richa Gupta,8_A_13,Y,8,80113,75,64,60,93,9,10,8,0.4,6,43
A,Science,Richa Gupta,8_A_13,Y,8,80113,94,88,58,97,3,7,10,0.5,6,72
A,Social,Richa Gupta,8_A_13,N,8,80113,75,58,80,60,6,8,10,0.6,9,57
A,English,Richa Gupta,8_A_13,N,8,80113,71,98,55,68,7,4,3,0.3,8,89
A,Hindi,Richa Gupta,8_A_13,N,8,80113,89,40,40,91,8,9,4,0.4,8,99
A,Arts,Richa Gupta,8_A_13,Y,8,80113,99,48,85,87,6,4,2,0.6,3,71
A,Maths,Manoj Grewal,8_A_14,N,8,80114,90,45,67,51,5,8,2,0.4,5,100
A,Science,Manoj Grewal,8_A_14,Y,8,80114,66,60,44,79,9,6,9,0.7,5,33
A,Social,Manoj Grewal,8_A_14,N,8,80114,68,76,74,70,6,7,9,0.8,5,98
A,English,Manoj Grewal,8_A_14,N,8,80114,91,60,96,88,4,9,2,1.0,3,44
A,Hindi,Manoj Grewal,8_A_14,N,8,80114,83,85,77,59,5,6,7,0.1,6,43
A,Arts,Manoj Grewal,8_A_14,Y,8,80114,81,83,95,94,6,5,6,0.9,7,84
A,Maths,Rudra Patel,8_A_15,Y,8,80115,92,75,69,55,10,4,2,0.6,3,96
A,Science,Rudra Patel,8_A_15,Y,8,80115,86,97,47,86,4,10,5,0.5,8,58
A,Social,Rudra Patel,8_A_15,N,8,80115,68,82,50,69,3,10,8,0.2,7,30
A,English,Rudra Patel,8_A_15,N,8,80115,90,91,57,45,5,9,3,0.2,10,59
A,Hindi,Rudra Patel,8_A_15,Y,8,80115,72,85,77,88,7,5,6,0.6,9,52
A,Arts,Rudra Patel,8_A_15,N,8,80115,87,45,51,63,4,8,10,0.6,3,33
A,Maths,Rajesh Khanna,8_A_16,N,8,80116,66,41,72,87,7,10,6,0.9,7,85
A,Science,Rajesh Khanna,8_A_16,Y,8,80116,90,61,100,80,4,10,8,0.5,8,33
A,Social,Rajesh Khanna,8_A_16,Y,8,80116,65,71,84,85,6,4,4,0.9,9,95
A,English,Rajesh Khanna,8_A_16,Y,8,80116,100,75,45,64,8,5,5,0.8,9,36
A,Hindi,Rajesh Khanna,8_A_16,Y,8,80116,70,83,100,82,8,8,8,0.7,3,42
A,Arts,Rajesh Khanna,8_A_16,Y,8,80116,100,61,40,62,5,3,7,0.5,10,81
A,Maths,Tushar Chauhan,8_A_17,Y,8,80117,93,63,43,76,6,4,6,0.2,8,59
A,Science,Tushar Chauhan,8_A_17,Y,8,80117,93,89,77,42,9,7,5,0.5,4,100
A,Social,Tushar Chauhan,8_A_17,Y,8,80117,65,56,63,74,4,7,5,0.8,3,86
A,English,Tushar Chauhan,8_A_17,N,8,80117,99,51,60,46,9,10,8,0.1,5,56
A,Hindi,Tushar Chauhan,8_A_17,N,8,80117,100,61,41,76,9,5,2,0.8,9,30
A,Arts,Tushar Chauhan,8_A_17,Y,8,80117,95,88,69,91,3,8,6,0.5,5,71
A,Maths,Vivek Ghosh,8_A_18,Y,8,80118,87,41,100,48,10,9,9,0.9,5,82
A,Science,Vivek Ghosh,8_A_18,N,8,80118,89,41,91,94,6,5,10,0.7,5,47
A,Social,Vivek Ghosh,8_A_18,N,8,80118,68,57,40,53,7,9,3,0.8,7,100
A,English,Vivek Ghosh,8_A_18,Y,8,80118,93,90,59,44,3,3,9,0.2,10,78
A,Hindi,Vivek Ghosh,8_A_18,Y,8,80118,99,88,69,74,3,3,7,0.2,8,44
A,Arts,Vivek Ghosh,8_A_18,N,8,80118,86,74,66,60,7,7,2,0.5,4,64
A,Maths,Pranav Banerjee,8_A_19,N,8,80119,96,78,57,90,6,10,9,0.6,9,40
A,Science,Pranav Banerjee,8_A_19,N,8,80119,67,47,99,84,10,5,3,0.7,5,75
A,Social,Pranav Banerjee,8_A_19,N,8,80119,87,98,51,50,9,3,6,0.7,5,92
A,English,Pranav Banerjee,8_A_19,N,8,80119,65,76,52,54,3,7,9,1.0,7,68
A,Hindi,Pranav Banerjee,8_A_19,Y,8,80119,68,82,65,64,5,10,10,0.7,7,35
A,Arts,Pranav Banerjee,8_A_19,Y,8,80119,66,78,46,89,3,8,2,0.5,4,55
A,Maths,Aman Verma,8_A_20,Y,8,80120,92,65,90,43,8,6,4,0.9,4,95
A,Science,Aman Verma,8_A_20,Y,8,80120,93,64,85,44,6,9,4,0.2,5,80
A,Social,Aman Verma,8_A_20,Y,8,80120,70,71,87,84,10,10,2,0.8,6,45
A,English,Aman Verma,8_A_20,N,8,80120,72,49,73,89,10,4,8,0.5,3,86
A,Hindi,Aman Verma,8_A_20,Y,8,80120,82,67,93,58,3,10,9,0.9,7,67
A,Arts,Aman Verma,8_A_20,Y,8,80120,71,49,64,95,8,3,9,0.9,3,30
A,Maths,Amit Khanna,8_A_21,Y,8,80121,88,81,46,71,7,9,2,0.8,10,42
A,Science,Amit Khanna,8_A_21,N,8,80121,98,98,90,47,5,3,10,0.6,8,71
A,Social,Amit Khanna,8_A_21,N,8,80121,83,56,77,92,5,10,2,0.5,3,54
A,English,Amit Khanna,8_A_21,N,8,80121,76,75,89,67,10,8,2,0.4,7,62
A,Hindi,Amit Khanna,8_A_21,Y,8,80121,96,80,91,99,9,7,10,0.6,6,71
A,Arts,Amit Khanna,8_A_21,N,8,80121,69,95,78,89,4,4,4,0.4,7,88
A,Maths,Deepak Chauhan,8_A_22,N,8,80122,92,96,99,59,8,3,6,0.4,3,31
A,Science,Deepak Chauhan,8_A_22,N,8,80122,90,44,59,60,6,8,3,0.7,8,81
A,Social,Deepak Chauhan,8_A_22,N,8,80122,67,98,86,46,8,4,6,0.1,7,70
A,English,Deepak Chauhan,8_A_22,Y,8,80122,76,52,71,59,3,3,2,0.3,5,90
A,Hindi,Deepak Chauhan,8_A_22,N,8,80122,81,87,83,91,3,6,4,0.1,9,32
A,Arts,Deepak Chauhan,8_A_22,Y,8,80122,68,70,95,61,3,5,8,0.6,7,41
A,Maths,Meera Mukherjee,8_A_23,N,8,80123,93,84,62,80,5,10,8,0.4,7,82
A,Science,Meera Mukherjee,8_A_23,Y,8,80123,84,77,74,93,3,8,2,0.7,3,77
A,Social,Meera Mukherjee,8_A_23,Y,8,80123,92,54,46,79,7,5,8,0.1,4,63
A,English,Meera Mukherjee,8_A_23,Y,8,80123,67,65,62,76,9,6,8,0.3,8,49
A,Hindi,Meera Mukherjee,8_A_23,Y,8,80123,85,54,59,47,3,7,8,0.2,10,36
A,Arts,Meera Mukherjee,8_A_23,Y,8,80123,98,85,63,44,9,9,3,0.9,3,59
A,Maths,Mehak Deshmukh,8_A_24,N,8,80124,98,50,62,51,8,4,9,1.0,4,36
A,Science,Mehak Deshmukh,8_A_24,Y,8,80124,66,65,71,48,10,7,2,0.8,8,79
A,Social,Mehak Deshmukh,8_A_24,Y,8,80124,83,59,100,91,4,6,4,0.7,4,63
A,English,Mehak Deshmukh,8_A_24,N,8,80124,76,69,51,41,10,4,7,0.8,10,53
A,Hindi,Mehak Deshmukh,8_A_24,N,8,80124,79,59,56,70,8,3,7,0.5,5,73
A,Arts,Mehak Deshmukh,8_A_24,Y,8,80124,81,48,67,93,4,5,7,0.3,9,35
A,Maths,Priti Kashyap,8_A_25,N,8,80125,86,52,60,89,9,6,4,0.1,7,77
A,Science,Priti Kashyap,8_A_25,Y,8,80125,71,89,71,53,6,8,8,0.5,9,47
A,Social,Priti Kashyap,8_A_25,N,8,80125,95,51,88,40,5,8,7,0.6,3,37
A,English,Priti Kashyap,8_A_25,Y,8,80125,75,95,66,81,5,4,10,0.6,10,79
A,Hindi,Priti Kashyap,8_A_25,N,8,80125,66,40,67,75,6,3,8,0.6,9,64
A,Arts,Priti Kashyap,8_A_25,Y,8,80125,97,98,97,70,9,8,4,0.3,3,55
A,Maths,Isha Bose,8_A_26,Y,8,80126,72,85,42,91,5,8,8,1.0,3,41
A,Science,Isha Bose,8_A_26,Y,8,80126,84,66,56,88,10,10,10,0.5,10,76
A,Social,Isha Bose,8_A_26,Y,8,80126,87,77,61,51,3,7,4,0.7,10,34
A,English,Isha Bose,8_A_26,N,8,80126,93,53,72,70,10,3,5,0.8,5,58
A,Hindi,Isha Bose,8_A_26,Y,8,80126,78,71,86,97,10,7,2,0.3,7,31
A,Arts,Isha Bose,8_A_26,Y,8,80126,80,44,75,50,10,8,8,0.8,4,46
A,Maths,Ridhi Roy,8_A_27,N,8,80127,79,85,96,55,8,9,7,0.5,7,71
A,Science,Ridhi Roy,8_A_27,Y,8,80127,91,96,57,94,3,8,5,0.9,9,39
A,Social,Ridhi Roy,8_A_27,Y,8,80127,67,76,98,81,8,3,4,0.2,6,51
A,English,Ridhi Roy,8_A_27,Y,8,80127,84,40,52,87,5,10,10,0.1,4,34
A,Hindi,Ridhi Roy,8_A_27,Y,8,80127,75,61,59,83,8,9,3,0.3,7,52
A,Arts,Ridhi Roy,8_A_27,Y,8,80127,88,81,59,87,3,7,7,0.6,8,33
A,Maths,Barkha Dwivedi,8_A_28,N,8,80128,84,80,75,100,6,6,4,1.0,8,54
A,Science,Barkha Dwivedi,8_A_28,N,8,80128,75,73,76,77,4,7,8,0.5,5,57
A,Social,Barkha Dwivedi,8_A_28,N,8,80128,68,84,58,45,9,10,9,0.7,4,47
A,English,Barkha Dwivedi,8_A_28,N,8,80128,80,90,70,92,10,9,9,0.6,9,66
A,Hindi,Barkha Dwivedi,8_A_28,N,8,80128,66,61,82,44,8,5,4,0.4,4,92
A,Arts,Barkha Dwivedi,8_A_28,Y,8,80128,95,67,72,91,9,10,6,0.4,10,97
A,Maths,Karan Goel,8_A_29,N,8,80129,92,48,70,80,8,4,10,0.5,8,93
A,Science,Karan Goel,8_A_29,N,8,80129,75,89,82,78,8,6,9,0.2,6,53
A,Social,Karan Goel,8_A_29,Y,8,80129,81,87,85,43,10,10,2,0.9,7,48
A,English,Karan Goel,8_A_29,Y,8,80129,77,51,100,40,5,10,9,0.3,10,49
A,Hindi,Karan Goel,8_A_29,N,8,80129,65,54,96,78,5,7,7,0.2,8,69
A,Arts,Karan Goel,8_A_29,N,8,80129,98,54,49,43,9,7,8,1.0,4,80
A,Maths,Kunwar Jain,8_A_30,N,8,80130,75,97,79,40,6,3,4,0.5,6,38
A,Science,Kunwar Jain,8_A_30,Y,8,80130,76,40,85,50,8,10,10,0.7,6,68
A,Social,Kunwar Jain,8_A_30,Y,8,80130,99,69,88,60,6,7,9,0.5,6,65
A,English,Kunwar Jain,8_A_30,Y,8,80130,69,72,74,64,7,8,2,0.3,5,82
A,Hindi,Kunwar Jain,8_A_30,Y,8,80130,93,66,69,71,7,5,6,0.4,10,60
A,Arts,Kunwar Jain,8_A_30,N,8,80130,81,61,80,64,9,8,3,0.2,8,84
A,Maths,Komal Mishra,8_A_31,N,8,80131,96,96,61,87,3,5,2,0.9,3,32
A,Science,Komal Mishra,8_A_31,Y,8,80131,73,44,58,57,6,9,9,0.3,10,90
A,Social,Komal Mishra,8_A_31,Y,8,80131,79,90,97,98,5,4,4,0.6,4,32
A,English,Komal Mishra,8_A_31,Y,8,80131,90,89,62,67,9,10,2,0.3,8,70
A,Hindi,Komal Mishra,8_A_31,Y,8,80131,91,81,73,87,9,6,3,0.1,8,41
A,Arts,Komal Mishra,8_A_31,N,8,80131,94,53,76,48,8,8,9,0.2,6,40
A,Maths,Vivek Khanna,8_A_32,Y,8,80132,91,41,68,96,5,8,8,0.6,5,35
A,Science,Vivek Khanna,8_A_32,N,8,80132,91,43,98,47,10,10,8,0.9,9,35
A,Social,Vivek Khanna,8_A_32,Y,8,80132,99,68,79,79,9,10,2,0.5,7,66
A,English,Vivek Khanna,8_A_32,Y,8,80132,77,64,47,68,9,8,5,0.3,8,58
A,Hindi,Vivek Khanna,8_A_32,Y,8,80132,66,52,77,100,8,6,10,0.5,3,78
A,Arts,Vivek Khanna,8_A_32,N,8,80132,99,99,54,62,3,5,2,0.2,10,31
A,Maths,Anil Dutta,8_A_33,N,8,80133,89,64,72,73,8,10,5,0.9,7,87
A,Science,Anil Dutta,8_A_33,N,8,80133,78,45,64,68,5,8,10,0.7,8,88
A,Social,Anil Dutta,8_A_33,N,8,80133,91,89,78,63,3,5,5,0.7,9,68
A,English,Anil Dutta,8_A_33,N,8,80133,67,56,90,49,9,4,8,0.5,4,62
A,Hindi,Anil Dutta,8_A_33,Y,8,80133,85,63,87,63,9,3,5,0.6,4,82
A,Arts,Anil Dutta,8_A_33,N,8,80133,89,52,89,49,5,9,10,0.8,4,65
A,Maths,Ishita Iyengar,8_A_34,N,8,80134,98,53,53,53,4,6,3,0.5,6,39
A,Science,Ishita Iyengar,8_A_34,Y,8,80134,80,87,66,80,5,4,5,0.8,5,47
A,Social,Ishita Iyengar,8_A_34,N,8,80134,91,71,72,79,3,6,3,0.6,3,86
A,English,Ishita Iyengar,8_A_34,N,8,80134,95,62,93,64,8,9,7,0.6,7,91
A,Hindi,Ishita Iyengar,8_A_34,Y,8,80134,92,58,57,77,5,9,7,0.6,6,30
A,Arts,Ishita Iyengar,8_A_34,N,8,80134,79,94,71,48,7,5,8,0.4,4,74
A,Maths,Alok Dhillon,8_A_35,N,8,80135,99,48,71,42,7,6,8,0.4,5,60
A,Science,Alok Dhillon,8_A_35,N,8,80135,77,85,51,90,4,5,5,0.4,6,91
A,Social,Alok Dhillon,8_A_35,N,8,80135,83,84,50,99,6,9,8,0.2,5,45
A,English,Alok Dhillon,8_A_35,Y,8,80135,77,77,86,75,9,3,3,0.4,9,30
A,Hindi,Alok Dhillon,8_A_35,N,8,80135,76,97,99,53,3,4,4,0.7,8,100
A,Arts,Alok Dhillon,8_A_35,Y,8,80135,84,75,61,59,3,7,5,0.8,3,39
A,Maths,Swati Joshi,8_A_36,N,8,80136,87,95,75,59,7,5,2,0.6,9,77
A,Science,Swati Joshi,8_A_36,Y,8,80136,100,92,45,54,5,5,5,0.1,6,63
A,Social,Swati Joshi,8_A_36,N,8,80136,69,63,72,96,5,9,4,0.2,8,62
A,English,Swati Joshi,8_A_36,Y,8,80136,68,95,66,84,7,6,3,0.1,6,88
A,Hindi,Swati Joshi,8_A_36,Y,8,80136,93,59,67,45,6,3,6,0.5,7,91
A,Arts,Swati Joshi,8_A_36,N,8,80136,79,86,57,71,10,10,3,0.7,9,44
A,Maths,Vivek Naidu,8_A_37,Y,8,80137,94,63,79,93,8,9,5,0.8,5,48
A,Science,Vivek Naidu,8_A_37,N,8,80137,87,85,100,89,3,9,9,0.4,5,73
A,Social,Vivek Naidu,8_A_37,N,8,80137,74,48,54,48,9,10,9,0.3,3,88
A,English,Vivek Naidu,8_A_37,N,8,80137,98,76,47,52,5,6,10,0.4,5,97
A,Hindi,Vivek Naidu,8_A_37,N,8,80137,74,91,51,78,10,4,10,0.3,10,39
A,Arts,Vivek Naidu,8_A_37,Y,8,80137,76,71,41,52,10,5,4,0.2,7,37
A,Maths,Kriti Kashyap,8_A_38,N,8,80138,69,96,49,41,9,9,5,0.1,10,33
A,Science,Kriti Kashyap,8_A_38,Y,8,80138,66,68,92,85,10,7,5,0.5,4,82
A,Social,Kriti Kashyap,8_A_38,N,8,80138,86,42,62,100,4,5,10,0.6,4,73
A,English,Kriti Kashyap,8_A_38,Y,8,80138,74,72,100,81,4,5,5,0.3,9,53
A,Hindi,Kriti Kashyap,8_A_38,N,8,80138,93,80,92,100,4,8,7,0.8,3,44
A,Arts,Kriti Kashyap,8_A_38,N,8,80138,91,90,97,89,8,6,4,0.5,6,74
A,Maths,Nisha Thakur,8_A_39,N,8,80139,85,57,61,97,9,7,7,0.8,10,80
A,Science,Nisha Thakur,8_A_39,Y,8,80139,87,93,80,60,7,8,3,0.5,7,51
A,Social,Nisha Thakur,8_A_39,Y,8,80139,81,73,98,86,9,4,6,0.2,5,30
A,English,Nisha Thakur,8_A_39,N,8,80139,84,75,55,44,7,7,6,0.3,5,87
A,Hindi,Nisha Thakur,8_A_39,N,8,80139,82,56,65,56,7,9,3,0.5,8,40
A,Arts,Nisha Thakur,8_A_39,N,8,80139,99,77,88,66,7,5,5,0.6,10,46
A,Maths,Nisha Trivedi,8_A_40,Y,8,80140,94,98,79,43,6,4,2,0.9,3,76
A,Science,Nisha Trivedi,8_A_40,Y,8,80140,70,46,82,93,9,5,10,0.4,8,75
A,Social,Nisha Trivedi,8_A_40,N,8,80140,82,72,54,42,10,9,2,0.1,10,67
A,English,Nisha Trivedi,8_A_40,Y,8,80140,99,97,52,72,9,9,9,0.5,10,60
A,Hindi,Nisha Trivedi,8_A_40,Y,8,80140,81,83,62,96,6,4,9,0.3,7,69
A,Arts,Nisha Trivedi,8_A_40,Y,8,80140,67,88,92,94,9,10,6,1.0,7,72
B,Maths,Aditya Ghosh,8_B_1,Y,8,80201,78,85,81,100,4,5,5,0.5,5,83
B,Science,Aditya Ghosh,8_B_1,N,8,80201,68,59,52,70,5,10,10,0.9,10,49
B,Social,Aditya Ghosh,8_B_1,Y,8,80201,82,43,71,40,10,7,5,0.7,5,61
B,English,Aditya Ghosh,8_B_1,Y,8,80201,69,62,55,83,9,9,8,0.3,3,49
B,Hindi,Aditya Ghosh,8_B_1,Y,8,80201,98,51,73,50,6,7,4,1.0,8,39
B,Arts,Aditya Ghosh,8_B_1,Y,8,80201,67,44,84,78,8,4,2,0.2,5,38
B,Maths,Pooja Sharma,8_B_2,Y,8,80202,94,73,87,80,10,7,6,0.8,9,64
B,Science,Pooja Sharma,8_B_2,Y,8,80202,81,42,61,76,3,9,6,0.6,4,44
B,Social,Pooja Sharma,8_B_2,Y,8,80202,96,57,76,68,5,8,8,0.5,3,83
B,English,Pooja Sharma,8_B_2,N,8,80202,88,87,76,83,7,7,6,0.4,6,51
B,Hindi,Pooja Sharma,8_B_2,N,8,80202,87,89,72,49,4,5,9,0.7,8,58
B,Arts,Pooja Sharma,8_B_2,Y,8,80202,88,84,53,90,9,6,6,0.4,4,76
B,Maths,Sandeep Malhotra,8_B_3,N,8,80203,96,44,78,89,7,8,2,0.2,4,44
B,Science,Sandeep Malhotra,8_B_3,Y,8,80203,93,93,51,46,5,8,9,0.9,3,58
B,Social,Sandeep Malhotra,8_B_3,Y,8,80203,72,48,64,51,4,10,8,0.8,8,42
B,English,Sandeep Malhotra,8_B_3,Y,8,80203,74,42,100,64,9,4,6,0.4,6,59
B,Hindi,Sandeep Malhotra,8_B_3,N,8,80203,81,61,65,100,8,8,9,0.6,4,36
B,Arts,Sandeep Malhotra,8_B_3,N,8,80203,99,55,98,98,4,6,3,0.7,7,100
B,Maths,Amit Chetty,8_B_4,Y,8,80204,89,91,49,87,6,5,5,0.9,5,60
B,Science,Amit Chetty,8_B_4,Y,8,80204,85,57,44,70,5,9,6,0.7,3,93
B,Social,Amit Chetty,8_B_4,Y,8,80204,83,63,92,72,6,8,5,1.0,9,92
B,English,Amit Chetty,8_B_4,N,8,80204,85,65,50,70,8,4,5,0.8,8,93
B,Hindi,Amit Chetty,8_B_4,N,8,80204,95,48,53,42,5,7,3,0.4,8,89
B,Arts,Amit Chetty,8_B_4,Y,8,80204,93,42,46,83,7,9,9,0.8,7,88
B,Maths,Richa Balakrishnan,8_B_5,N,8,80205,88,46,50,93,5,10,4,0.2,10,71
B,Science,Richa Balakrishnan,8_B_5,Y,8,80205,84,49,92,41,3,8,5,0.3,10,80
B,Social,Richa Balakrishnan,8_B_5,Y,8,80205,68,46,68,58,9,9,6,0.1,9,53
B,English,Richa Balakrishnan,8_B_5,N,8,80205,93,44,61,57,6,7,5,0.4,4,69
B,Hindi,Richa Balakrishnan,8_B_5,Y,8,80205,95,46,52,80,4,3,5,0.3,9,86
B,Arts,Richa Balakrishnan,8_B_5,Y,8,80205,73,88,44,47,10,8,9,1.0,9,34
B,Maths,Sakshi Malik,8_B_6,N,8,80206,95,55,73,100,8,7,2,0.3,9,53
B,Science,Sakshi Malik,8_B_6,N,8,80206,68,99,47,55,10,7,6,0.4,6,48
B,Social,Sakshi Malik,8_B_6,Y,8,80206,92,75,62,99,3,8,9,0.5,8,37
