ID,Section,Subject,Name,Home Tuition (Y/N),Class,Roll Number,Attendance (%),Unit Test 1,Unit Test 2,Unit Test 3,Focus (0-10),Homework (0-10),Q&A (0-10),Doubt Asking Rate,Exam Prep (0-10),Special Problems Completion (%)
8A29,A,Maths,Karan Goel,N,8,80129,92,48,70,80,8,4,10,0.5,8,93
8A29,A,Science,Karan Goel,N,8,80129,75,89,82,78,8,6,9,0.2,6,53
8A29,A,Social,Karan Goel,Y,8,80129,81,87,85,43,10,10,2,0.9,7,48
8A29,A,English,Karan Goel,Y,8,80129,77,51,100,40,5,10,9,0.3,10,49
8A29,A,Hindi,Karan Goel,N,8,80129,65,54,96,78,5,7,7,0.2,8,69
8A29,A,Arts,Karan Goel,N,8,80129,98,54,49,43,9,7,8,1.0,4,80
8A30,A,Maths,Kunwar Jain,N,8,80130,75,97,79,40,6,3,4,0.5,6,38
8A30,A,Science,Kunwar Jain,Y,8,80130,76,40,85,50,8,10,10,0.7,6,68
8A30,A,Social,Kunwar Jain,Y,8,80130,99,69,88,60,6,7,9,0.5,6,65
8A30,A,English,Kunwar Jain,Y,8,80130,69,72,74,64,7,8,2,0.3,5,82
8A30,A,Hindi,Kunwar Jain,Y,8,80130,93,66,69,71,7,5,6,0.4,10,60
8A30,A,Arts,Kunwar Jain,N,8,80130,81,61,80,64,9,8,3,0.2,8,84
8A31,A,Maths,Komal Mishra,N,8,80131,96,96,61,87,3,5,2,0.9,3,32
8A31,A,Science,Komal Mishra,Y,8,80131,73,44,58,57,6,9,9,0.3,10,90
8A31,A,Social,Komal Mishra,Y,8,80131,79,90,97,98,5,4,4,0.6,4,32
8A31,A,English,Komal Mishra,Y,8,80131,90,89,62,67,9,10,2,0.3,8,70
8A31,A,Hindi,Komal Mishra,Y,8,80131,91,81,73,87,9,6,3,0.1,8,41
8A31,A,Arts,Komal Mishra,N,8,80131,94,53,76,48,8,8,9,0.2,6,40
8A32,A,Maths,Vivek Khanna,Y,8,80132,91,41,68,96,5,8,8,0.6,5,35
8A32,A,Science,Vivek Khanna,N,8,80132,91,43,98,47,10,10,8,0.9,9,35
8A32,A,Social,Vivek Khanna,Y,8,80132,99,68,79,79,9,10,2,0.5,7,66
8A32,A,English,Vivek Khanna,Y,8,80132,77,64,47,68,9,8,5,0.3,8,58
8A32,A,Hindi,Vivek Khanna,Y,8,80132,66,52,77,100,8,6,10,0.5,3,78
8A32,A,Arts,Vivek Khanna,N,8,80132,99,99,54,62,3,5,2,0.2,10,31
8A33,A,Maths,Anil Dutta,N,8,80133,89,64,72,73,8,10,5,0.9,7,87
8A33,A,Science,Anil Dutta,N,8,80133,78,45,64,68,5,8,10,0.7,8,88
8A33,A,Social,Anil Dutta,N,8,80133,91,89,78,63,3,5,5,0.7,9,68
8A33,A,English,Anil Dutta,N,8,80133,67,56,90,49,9,4,8,0.5,4,62
8A33,A,Hindi,Anil Dutta,Y,8,80133,85,63,87,63,9,3,5,0.6,4,82
8A33,A,Arts,Anil Dutta,N,8,80133,89,52,89,49,5,9,10,0.8,4,65
8A34,A,Maths,Ishita Iyengar,N,8,80134,98,53,53,53,4,6,3,0.5,6,39
8A34,A,Science,Ishita Iyengar,Y,8,80134,80,87,66,80,5,4,5,0.8,5,47
8A34,A,Social,Ishita Iyengar,N,8,80134,91,71,72,79,3,6,3,0.6,3,86
8A34,A,English,Ishita Iyengar,N,8,80134,95,62,93,64,8,9,7,0.6,7,91
8A34,A,Hindi,Ishita Iyengar,Y,8,80134,92,58,57,77,5,9,7,0.6,6,30
8A34,A,Arts,Ishita Iyengar,N,8,80134,79,94,71,48,7,5,8,0.4,4,74
8A35,A,Maths,Alok Dhillon,N,8,80135,99,48,71,42,7,6,8,0.4,5,60
8A35,A,Science,Alok Dhillon,N,8,80135,77,85,51,90,4,5,5,0.4,6,91
8A35,A,Social,Alok Dhillon,N,8,80135,83,84,50,99,6,9,8,0.2,5,45
8A35,A,English,Alok Dhillon,Y,8,80135,77,77,86,75,9,3,3,0.4,9,30
8A35,A,Hindi,Alok Dhillon,N,8,80135,76,97,99,53,3,4,4,0.7,8,100
8A35,A,Arts,Alok Dhillon,Y,8,80135,84,75,61,59,3,7,5,0.8,3,39
8A36,A,Maths,Swati Joshi,N,8,80136,87,95,75,59,7,5,2,0.6,9,77
8A36,A,Science,Swati Joshi,Y,8,80136,100,92,45,54,5,5,5,0.1,6,63
8A36,A,Social,Swati Joshi,N,8,80136,69,63,72,96,5,9,4,0.2,8,62
8A36,A,English,Swati Joshi,Y,8,80136,68,95,66,84,7,6,3,0.1,6,88
8A36,A,Hindi,Swati Joshi,Y,8,80136,93,59,67,45,6,3,6,0.5,7,91
8A36,A,Arts,Swati Joshi,N,8,80136,79,86,57,71,10,10,3,0.7,9,44
8A37,A,Maths,Vivek Naidu,Y,8,80137,94,63,79,93,8,9,5,0.8,5,48
8A37,A,Science,Vivek Naidu,N,8,80137,87,85,100,89,3,9,9,0.4,5,73
8A37,A,Social,Vivek Naidu,N,8,80137,74,48,54,48,9,10,9,0.3,3,88
8A37,A,English,Vivek Naidu,N,8,80137,98,76,47,52,5,6,10,0.4,5,97
8A37,A,Hindi,Vivek Naidu,N,8,80137,74,91,51,78,10,4,10,0.3,10,39
8A37,A,Arts,Vivek Naidu,Y,8,80137,76,71,41,52,10,5,4,0.2,7,37
8A38,A,Maths,Kriti Kashyap,N,8,80138,69,96,49,41,9,9,5,0.1,10,33
8A38,A,Science,Kriti Kashyap,Y,8,80138,66,68,92,85,10,7,5,0.5,4,82
8A38,A,Social,Kriti Kashyap,N,8,80138,86,42,62,100,4,5,10,0.6,4,73
8A38,A,English,Kriti Kashyap,Y,8,80138,74,72,100,81,4,5,5,0.3,9,53
8A38,A,Hindi,Kriti Kashyap,N,8,80138,93,80,92,100,4,8,7,0.8,3,44
8A38,A,Arts,Kriti Kashyap,N,8,80138,91,90,97,89,8,6,4,0.5,6,74
8A39,A,Maths,Nisha Thakur,N,8,80139,85,57,61,97,9,7,7,0.8,10,80
8A39,A,Science,Nisha Thakur,Y,8,80139,87,93,80,60,7,8,3,0.5,7,51
8A39,A,Social,Nisha Thakur,Y,8,80139,81,73,98,86,9,4,6,0.2,5,30
8A39,A,English,Nisha Thakur,N,8,80139,84,75,55,44,7,7,6,0.3,5,87
8A39,A,Hindi,Nisha Thakur,N,8,80139,82,56,65,56,7,9,3,0.5,8,40
8A39,A,Arts,Nisha Thakur,N,8,80139,99,77,88,66,7,5,5,0.6,10,46
8A40,A,Maths,Nisha Trivedi,Y,8,80140,94,98,79,43,6,4,2,0.9,3,76
8A40,A,Science,Nisha Trivedi,Y,8,80140,70,46,82,93,9,5,10,0.4,8,75
8A40,A,Social,Nisha Trivedi,N,8,80140,82,72,54,42,10,9,2,0.1,10,67
8A40,A,English,Nisha Trivedi,Y,8,80140,99,97,52,72,9,9,9,0.5,10,60
8A40,A,Hindi,Nisha Trivedi,Y,8,80140,81,83,62,96,6,4,9,0.3,7,69
8A40,A,Arts,Nisha Trivedi,Y,8,80140,67,88,92,94,9,10,6,1.0,7,72
8B1,B,Maths,Aditya Ghosh,Y,8,80201,78,85,81,100,4,5,5,0.5,5,83
8B1,B,Science,Aditya Ghosh,N,8,80201,68,59,52,70,5,10,10,0.9,10,49
8B1,B,Social,Aditya Ghosh,Y,8,80201,82,43,71,40,10,7,5,0.7,5,61
8B1,B,English,Aditya Ghosh,Y,8,80201,69,62,55,83,9,9,8,0.3,3,49
8B1,B,Hindi,Aditya Ghosh,Y,8,80201,98,51,73,50,6,7,4,1.0,8,39
8B1,B,Arts,Aditya Ghosh,Y,8,80201,67,44,84,78,8,4,2,0.2,5,38
8B2,B,Maths,Pooja Sharma,Y,8,80202,94,73,87,80,10,7,6,0.8,9,64
8B2,B,Science,Pooja Sharma,Y,8,80202,81,42,61,76,3,9,6,0.6,4,44
8B2,B,Social,Pooja Sharma,Y,8,80202,96,57,76,68,5,8,8,0.5,3,83
8B2,B,English,Pooja Sharma,N,8,80202,88,87,76,83,7,7,6,0.4,6,51
8B2,B,Hindi,Pooja Sharma,N,8,80202,87,89,72,49,4,5,9,0.7,8,58
8B2,B,Arts,Pooja Sharma,Y,8,80202,88,84,53,90,9,6,6,0.4,4,76
8B3,B,Maths,Sandeep Malhotra,N,8,80203,96,44,78,89,7,8,2,0.2,4,44
8B3,B,Science,Sandeep Malhotra,Y,8,80203,93,93,51,46,5,8,9,0.9,3,58
8B3,B,Social,Sandeep Malhotra,Y,8,80203,72,48,64,51,4,10,8,0.8,8,42
8B3,B,English,Sandeep Malhotra,Y,8,80203,74,42,100,64,9,4,6,0.4,6,59
8B3,B,Hindi,Sandeep Malhotra,N,8,80203,81,61,65,100,8,8,9,0.6,4,36
8B3,B,Arts,Sandeep Malhotra,N,8,80203,99,55,98,98,4,6,3,0.7,7,100
8B4,B,Maths,Amit Chetty,Y,8,80204,89,91,49,87,6,5,5,0.9,5,60
8B4,B,Science,Amit Chetty,Y,8,80204,85,57,44,70,5,9,6,0.7,3,93
8B4,B,Social,Amit Chetty,Y,8,80204,83,63,92,72,6,8,5,1.0,9,92
8B4,B,English,Amit Chetty,N,8,80204,85,65,50,70,8,4,5,0.8,8,93
8B4,B,Hindi,Amit Chetty,N,8,80204,95,48,53,42,5,7,3,0.4,8,89
8B4,B,Arts,Amit Chetty,Y,8,80204,93,42,46,83,7,9,9,0.8,7,88
8B5,B,Maths,Richa Balakrishnan,N,8,80205,88,46,50,93,5,10,4,0.2,10,71
8B5,B,Science,Richa Balakrishnan,Y,8,80205,84,49,92,41,3,8,5,0.3,10,80
8B5,B,Social,Richa Balakrishnan,Y,8,80205,68,46,68,58,9,9,6,0.1,9,53
8B5,B,English,Richa Balakrishnan,N,8,80205,93,44,61,57,6,7,5,0.4,4,69
8B5,B,Hindi,Richa Balakrishnan,Y,8,80205,95,46,52,80,4,3,5,0.3,9,86
8B5,B,Arts,Richa Balakrishnan,Y,8,80205,73,88,44,47,10,8,9,1.0,9,34
8B6,B,Maths,Sakshi Malik,N,8,80206,95,55,73,100,8,7,2,0.3,9,53
8B6,B,Science,Sakshi Malik,N,8,80206,68,99,47,55,10,7,6,0.4,6,48
8B6,B,Social,Sakshi Malik,Y,8,80206,92,75,62,99,3,8,9,0.5,8,37
8B6,B,English,Sakshi Malik,N,8,80206,89,43,84,52,4,6,8,0.7,6,47
8B6,B,Hindi,Sakshi Malik,N,8,80206,75,97,46,53,9,7,8,0.9,4,76
8B6,B,Arts,Sakshi Malik,N,8,80206,70,74,98,79,5,3,8,0.2,3,97
8B7,B,Maths,Ridhi Bansal,Y,8,80207,78,41,58,83,7,9,5,0.9,8,64
8B7,B,Science,Ridhi Bansal,Y,8,80207,76,83,69,99,10,10,10,0.2,8,62
8B7,B,Social,Ridhi Bansal,Y,8,80207,70,69,81,46,5,4,4,0.4,8,56
8B7,B,English,Ridhi Bansal,Y,8,80207,87,92,54,55,7,4,8,0.9,5,69
8B7,B,Hindi,Ridhi Bansal,Y,8,80207,78,60,100,47,9,6,6,0.8,6,92
8B7,B,Arts,Ridhi Bansal,Y,8,80207,71,90,83,72,6,3,10,0.9,4,92
8B8,B,Maths,Saurabh Agrawal,Y,8,80208,68,42,61,64,10,6,10,0.9,7,99
8B8,B,Science,Saurabh Agrawal,Y,8,80208,67,50,80,90,3,5,5,0.6,3,33
